user_id,name,age,profile_type,monthly_income,city,risk_tolerance,savings_rate,credit_score,account_age_months,preferred_payment_mode,marital_status
prod_user_0069,Jacqueline Hunt,28,family_oriented,212879,Chandigarh,low,0.17156348256667175,771,20,Card,Married
prod_user_0070,Ekapad Bir,22,student,34175,Lucknow,medium,0.1408839038840467,629,45,UPI,Divorced
prod_user_0071,Mr Reece Baldwin,26,young_professional,105470,Nagpur,high,0.21899633245498823,833,15,Card,Single
prod_user_0072,Leah Wright,22,student,49348,Bangalore,medium,0.16943408249003183,744,50,Wallet,Divorced
prod_user_0073,Anna Moss,37,senior_professional,365269,Dhanbad,medium,0.10379564504975593,757,19,Wallet,Married
prod_user_0074,Charles Hudson,25,student,20026,Guwahati,high,0.07642054416290892,733,40,Wallet,Married
prod_user_0075,William Lanka,48,entrepreneur,696254,Kolkata,high,0.19669137489433547,712,41,Wallet,Single
prod_user_0076,Matthew Bryant,38,freelancer,189382,Ghaziabad,high,0.2009189859674126,776,29,Wallet,Single
prod_user_0077,Tara Chaudhry,43,senior_professional,278435,Pimpri-Chinchwad,medium,0.3640959939274677,829,77,UPI,Divorced
prod_user_0078,Yashawini Lanka,30,family_oriented,113270,Bhopal,medium,0.24657335405463623,844,94,Wallet,Divorced
prod_user_0079,Ekapad Konda,25,student,39371,Meerut,medium,0.06395800258320075,656,94,Card,Married
prod_user_0080,Jeffrey Daniels,23,student,41015,Ludhiana,high,0.11382557190578223,740,51,Wallet,Married
prod_user_0081,Victoria Valdez,43,senior_professional,220868,Ahmedabad,low,0.3163852993978209,730,101,Card,Single
prod_user_0082,Hemang Desai,43,family_oriented,122482,Patna,medium,0.39415318913875397,699,35,NetBanking,Single
prod_user_0083,Brian Tran,35,senior_professional,471205,Allahabad,low,0.1822933980349802,663,43,Card,Divorced
prod_user_0084,Daniel Cooper,39,freelancer,66892,Srinagar,medium,0.2722192658878997,770,62,NetBanking,Single
prod_user_0085,Wayne Lowe,26,young_professional,142947,Meerut,high,0.13422614221747736,666,68,UPI,Divorced
prod_user_0086,Sarah Davis,18,student,19943,Kolkata,medium,0.17167131144125714,677,37,UPI,Single
prod_user_0087,Amanda Cook,68,retiree,54581,Vadodara,low,0.2351543394666263,763,116,Wallet,Married
prod_user_0088,Neel Sathe,74,retiree,32894,Madurai,low,0.3842770600976134,703,33,NetBanking,Divorced
prod_user_0089,Allan Moore-Clark,24,young_professional,61439,Mumbai,medium,0.26559767367332776,690,58,Wallet,Divorced
prod_user_0090,Teresa Fowler,70,retiree,63175,Patna,low,0.16944287036680777,830,95,Wallet,Single
prod_user_0091,Brittany Anderson,21,student,27337,Thane,medium,0.11377084491563176,739,88,Card,Single
prod_user_0092,Timothy Stanton,39,senior_professional,137439,Gwalior,low,0.14977683676621742,728,101,NetBanking,Married
prod_user_0093,Shivansh Krish,29,young_professional,120266,Jodhpur,high,0.3099201054927152,719,75,Wallet,Married
prod_user_0094,Stacey Porter,31,young_professional,35224,Visakhapatnam,high,0.32036017698568464,804,9,UPI,Single
prod_user_0095,Nicole Frost,18,student,27662,Srinagar,medium,0.16446635062575582,644,72,Wallet,Single
prod_user_0096,Peter Sachar,40,senior_professional,406881,Kolkata,medium,0.2904354158362261,775,66,NetBanking,Married
prod_user_0097,Gaurangi Sabharwal,45,senior_professional,451342,Rajkot,low,0.35731992832010584,734,94,Wallet,Married
prod_user_0098,Mr Aaron Walsh,24,student,46051,Visakhapatnam,medium,0.11822388629025943,680,47,UPI,Married
prod_user_0099,Janice Carr,40,freelancer,40301,Amritsar,high,0.22397427123979646,698,52,Wallet,Divorced
prod_user_0100,Robert Stevens,49,entrepreneur,129118,Patna,medium,0.18011687148187977,683,62,Wallet,Single
prod_user_0101,Shelby Walker,32,young_professional,109806,Allahabad,medium,0.3129348475300778,729,7,Wallet,Single
prod_user_0102,Suzanne Mills,31,family_oriented,170965,Dhanbad,low,0.29431290663512766,689,97,NetBanking,Divorced
prod_user_0103,Indali Upadhyay,22,student,37229,Varanasi,high,0.19703669489050635,662,76,Card,Married
prod_user_0104,Sarah Rivera,44,family_oriented,245636,Rajkot,low,0.35920808032857643,720,49,NetBanking,Single
prod_user_0105,Advika Gokhale,44,senior_professional,407724,Raipur,medium,0.3595781784100728,764,67,NetBanking,Married
prod_user_0106,Karen Griffiths-Williams,72,retiree,74441,Bhopal,low,0.3798556767145783,698,79,Wallet,Single
prod_user_0107,Dr Charlie Butler,37,freelancer,51441,Faridabad,high,0.3234115454695588,830,55,Card,Married
prod_user_0108,Lorraine Sutton,24,young_professional,95836,Pune,high,0.3609100940086647,762,73,Wallet,Single
prod_user_0109,Chaitanya Sarin,20,student,36868,Ludhiana,medium,0.06122423723655633,667,85,Wallet,Single
prod_user_0110,Januja Sankar,19,student,31532,Raipur,high,0.19312093889340143,724,10,UPI,Single
prod_user_0111,Dipta Dash,37,family_oriented,109634,Madurai,low,0.23019144157693772,675,96,UPI,Married
prod_user_0112,Tina Gordon-Miles,37,family_oriented,286827,Patna,low,0.11379729060316383,664,51,NetBanking,Married
prod_user_0113,Kristen Lee,35,family_oriented,189242,Lucknow,medium,0.2697784185747811,696,28,UPI,Divorced
prod_user_0114,Ms Cheryl Pearce,36,freelancer,103132,Thane,high,0.37384870480706645,686,65,NetBanking,Married
prod_user_0115,April Mitchell,35,senior_professional,343926,Chennai,medium,0.30328326570972386,690,62,NetBanking,Divorced
prod_user_0116,Lisa Morris,55,senior_professional,322460,Nagpur,medium,0.23705074380033597,727,55,Wallet,Single
prod_user_0117,Daniel Kennedy,40,family_oriented,199926,Patna,medium,0.27244357905359357,829,8,Wallet,Married
prod_user_0118,Lydia Cunningham,31,young_professional,143386,Dhanbad,medium,0.3731850861156132,840,112,NetBanking,Single
prod_user_0119,Elliott Bibi,66,retiree,53705,Chandigarh,low,0.2862673489390913,823,93,Card,Divorced
prod_user_0120,Dayita Kar,32,young_professional,114717,Bangalore,medium,0.19267986518579083,762,80,NetBanking,Divorced
prod_user_0121,Aryan Batra,30,family_oriented,288453,Kanpur,medium,0.19801573771420314,756,31,Card,Divorced
prod_user_0122,Elijah Shah,51,senior_professional,363084,Srinagar,medium,0.34914178587021927,715,109,NetBanking,Divorced
prod_user_0123,Laura Higgins,34,freelancer,70191,Thane,high,0.38886798786066334,686,116,Wallet,Divorced
prod_user_0124,David Douglas Jr.,37,senior_professional,306870,Varanasi,low,0.17933757350572715,681,53,NetBanking,Divorced
prod_user_0125,Theodore Goda,45,entrepreneur,464518,Delhi,medium,0.30245096661259663,770,85,NetBanking,Divorced
prod_user_0126,Dale Parker,30,family_oriented,216567,Guwahati,medium,0.3728162915283677,727,58,UPI,Single
prod_user_0127,Tanmayi Deol,22,young_professional,69893,Raipur,high,0.13483614421753287,710,23,Wallet,Married
prod_user_0128,Victoria Larson,52,senior_professional,319743,Pune,low,0.3656241351698739,817,112,Wallet,Divorced
prod_user_0129,Michelle Wagner,33,entrepreneur,109305,Bhopal,high,0.1651809054092685,763,115,NetBanking,Single
prod_user_0130,Jason Reid,23,student,45682,Nagpur,high,0.05908251337499132,670,21,Wallet,Single
prod_user_0131,Paul Larsen,21,student,49134,Bhopal,medium,0.057586776599430956,685,22,Card,Single
prod_user_0132,Kelly Sims,30,young_professional,57152,Ludhiana,medium,0.34391589433631775,709,105,Card,Divorced
prod_user_0133,Micheal Young,26,young_professional,142513,Visakhapatnam,medium,0.39625819130985174,788,108,Card,Single
prod_user_0134,Joshua Taylor,18,student,18637,Jabalpur,medium,0.10373634188247993,660,47,UPI,Single
prod_user_0135,Michael Kala,36,family_oriented,63736,Ahmedabad,low,0.32251541708624487,784,101,UPI,Married
prod_user_0136,Nikita Narayanan,49,entrepreneur,454625,Vijayawada,medium,0.23560162597262568,706,11,NetBanking,Married
prod_user_0137,Gavin Farmer,18,student,13986,Pune,high,0.17709478147508645,709,68,Wallet,Single
prod_user_0138,Randy Shah,23,young_professional,72219,Vijayawada,medium,0.11970466999603419,720,87,NetBanking,Married
prod_user_0139,Vansha Ahuja,71,retiree,63652,Pune,low,0.25166532234570416,760,107,UPI,Divorced
prod_user_0140,James Snow,21,student,38185,Ludhiana,high,0.183213653298274,705,111,Wallet,Single
prod_user_0141,Morgan Marsh,38,entrepreneur,840054,Chandigarh,medium,0.1937645049991399,730,38,NetBanking,Single
prod_user_0142,Theodore Mahajan,25,student,14399,Kalyan-Dombivali,medium,0.17476578327122821,623,18,NetBanking,Single
prod_user_0143,Mr. Michael Yates,56,retiree,98608,Agra,low,0.3010039794196888,755,117,Wallet,Divorced
prod_user_0144,Joan Bell,26,young_professional,108696,Jodhpur,high,0.2054938557079447,797,33,Card,Divorced
prod_user_0145,James Walker,32,entrepreneur,963432,Nashik,medium,0.20503419826635738,792,20,NetBanking,Divorced
prod_user_0146,Mohamed Payne,41,family_oriented,271552,Pimpri-Chinchwad,low,0.28269847466591963,818,9,Card,Married
prod_user_0147,Ms Kate Clayton,22,student,32270,Coimbatore,high,0.050915868410548806,636,90,Wallet,Single
prod_user_0148,Daniel Murphy,28,family_oriented,74053,Ludhiana,low,0.2128583217110466,766,26,NetBanking,Married
prod_user_0149,Trevor Fisher,23,student,47197,Lucknow,medium,0.1825013276777515,639,102,UPI,Divorced
prod_user_0150,Anirudh Zacharia,26,young_professional,88079,Rajkot,high,0.2456985114672989,763,40,Card,Divorced
prod_user_0151,Udarsh Biswas,27,young_professional,86349,Jabalpur,medium,0.18497394102413484,823,68,NetBanking,Single
prod_user_0152,Lauren Wells,40,family_oriented,207109,Indore,low,0.10230612576996487,727,104,Card,Married
prod_user_0153,Michael Khare,45,senior_professional,162906,Kanpur,low,0.24921559858399808,760,22,Wallet,Divorced
prod_user_0154,Ishwar Kamdar,21,student,42785,Kalyan-Dombivali,high,0.06081132448882368,610,8,Wallet,Single
prod_user_0155,Pamela Jackson,27,young_professional,105465,Madurai,high,0.27201990426575295,831,59,NetBanking,Single
prod_user_0156,Kevin Hobbs-O'Brien,25,entrepreneur,415544,Varanasi,medium,0.3403966462931357,808,112,NetBanking,Single
prod_user_0157,Alexander Collins,28,entrepreneur,330135,Kolkata,high,0.2766613864908736,784,56,NetBanking,Divorced
prod_user_0158,Dr Sandra Wallis,42,senior_professional,274623,Ahmedabad,low,0.12291381324190635,812,73,Card,Married
prod_user_0159,Mr Lee Harrison,55,senior_professional,177432,Nagpur,low,0.13084135833332886,715,28,Card,Divorced
prod_user_0160,Lindsay Martinez,24,young_professional,131298,Jabalpur,high,0.2391859205539059,794,63,NetBanking,Divorced
prod_user_0161,Mr Kyle Kent,39,senior_professional,330562,Vadodara,low,0.240676325057912,811,107,NetBanking,Divorced
prod_user_0162,Mrs Tina Miah,27,young_professional,96497,Bangalore,medium,0.1931223551818933,765,13,NetBanking,Married
prod_user_0163,Vrishti Cherian,32,young_professional,143278,Faridabad,medium,0.2845025165246721,779,65,UPI,Married
prod_user_0164,Madison Poole,30,freelancer,124286,Vasai-Virar,high,0.2504101905618483,665,19,NetBanking,Divorced
prod_user_0165,Marion Noble,30,young_professional,114689,Vasai-Virar,medium,0.11174263786020215,831,62,Card,Married
prod_user_0166,Barry Richards,44,senior_professional,303117,Gwalior,medium,0.33233943657212067,823,12,NetBanking,Single
prod_user_0167,Dr Donald Williams,38,senior_professional,392533,Chandigarh,medium,0.18524409216343413,835,83,Card,Married
prod_user_0168,Aaron Stanley,31,young_professional,116980,Guwahati,medium,0.37502393651713606,729,95,Wallet,Single
prod_user_0169,Arya Seshadri,57,retiree,65577,Jaipur,low,0.29304797900839585,734,91,UPI,Divorced
prod_user_0170,Ladli Nayar,24,student,43324,Kanpur,high,0.05273458066872991,679,33,NetBanking,Married
prod_user_0171,Ekta Gopal,35,family_oriented,86061,Jodhpur,low,0.1231495252902629,675,104,UPI,Divorced
prod_user_0172,Robert Peterson,54,senior_professional,168707,Vijayawada,medium,0.14627582839633646,696,109,Card,Divorced
prod_user_0173,Ashley Humphreys-Lewis,26,entrepreneur,505816,Vasai-Virar,high,0.3029088766565599,710,84,NetBanking,Divorced
prod_user_0174,Wyatt Ray,38,freelancer,101342,Srinagar,medium,0.19284036896883688,850,112,Card,Married
prod_user_0175,Cynthia Alvarez,25,student,40256,Amritsar,high,0.1667186055874889,728,59,Card,Single
prod_user_0176,Francis James,28,freelancer,105536,Allahabad,medium,0.2923537108613342,745,19,UPI,Married
prod_user_0177,Timothy Ravel,24,young_professional,65755,Kalyan-Dombivali,high,0.37159186269347244,687,17,Card,Married
prod_user_0178,Natasha Adams,35,senior_professional,317525,Bhopal,low,0.21893618964107436,745,55,UPI,Married
prod_user_0179,Joseph Coleman,28,family_oriented,133541,Ludhiana,low,0.3517528862834818,816,107,Card,Single
prod_user_0180,Roger Parsons,26,young_professional,138758,Srinagar,high,0.3088215965727951,685,63,UPI,Single
prod_user_0181,David Martinez,26,young_professional,58266,Gwalior,medium,0.26464127363315065,836,73,Wallet,Single
prod_user_0182,Jagdish Wason,33,freelancer,102295,Rajkot,high,0.13655450354758528,711,87,Wallet,Single
prod_user_0183,Alison Stevens,29,young_professional,108215,Bhopal,medium,0.28958648260394276,797,97,Card,Married
prod_user_0184,Kevin Wolf,25,entrepreneur,719674,Kanpur,high,0.17216927164196308,756,91,UPI,Divorced
prod_user_0185,Carol Lee-Doyle,37,senior_professional,375806,Bangalore,low,0.21713611976801925,770,87,Wallet,Married
prod_user_0186,Adrian Ferguson,35,senior_professional,287220,Chandigarh,low,0.2034407479490174,837,86,UPI,Divorced
prod_user_0187,Anthony Carter,23,student,18743,Guwahati,medium,0.10284485691712844,686,28,Wallet,Divorced
prod_user_0188,Harshil Arora,45,entrepreneur,266132,Varanasi,medium,0.11893016110966739,848,10,NetBanking,Single
prod_user_0189,Marie Jones-Cook,25,young_professional,146102,Jodhpur,medium,0.1946787460149176,729,56,Wallet,Married
prod_user_0190,Vanya Comar,32,young_professional,55048,Hyderabad,high,0.20709225281060906,849,116,NetBanking,Married
prod_user_0191,Vyanjana Borah,27,young_professional,87272,Ludhiana,high,0.3229923116558864,748,29,Wallet,Divorced
prod_user_0192,Glenn Collier,36,entrepreneur,911020,Kalyan-Dombivali,high,0.3403444262205322,836,16,Wallet,Divorced
prod_user_0193,Frederick Kothari,29,freelancer,182992,Ghaziabad,high,0.1963634284643782,670,90,NetBanking,Married
prod_user_0194,Upkaar Virk,44,entrepreneur,827524,Agra,high,0.1499934316197741,763,63,UPI,Divorced
prod_user_0195,Jeremy Dalton,35,freelancer,154017,Chennai,high,0.29184079314774414,664,91,Wallet,Married
prod_user_0196,Marc Lynch,60,retiree,29081,Vasai-Virar,low,0.35460079299116043,823,10,Card,Single
prod_user_0197,Kelly Johnson,39,family_oriented,144935,Gwalior,medium,0.38484013356397595,658,25,Wallet,Married
prod_user_0198,Brooke Thompson,49,senior_professional,140310,Ghaziabad,low,0.2588379644608869,751,89,NetBanking,Single
prod_user_0199,Aarnav Rege,22,young_professional,126426,Allahabad,medium,0.24971318807694007,749,21,NetBanking,Married
prod_user_0200,Julie Johnson,25,student,24062,Nagpur,high,0.1540970961561191,725,21,Card,Single
prod_user_0201,Michele Gibson,30,entrepreneur,823022,Ghaziabad,high,0.39917872120691256,824,91,NetBanking,Divorced
prod_user_0202,Holly Greenwood,30,young_professional,101063,Madurai,high,0.3673995047061668,690,28,NetBanking,Divorced
prod_user_0203,Mohamed Roberts,31,family_oriented,102685,Delhi,low,0.17102085528606115,776,52,NetBanking,Married
prod_user_0204,Ishwar Kar,28,freelancer,62600,Srinagar,medium,0.19278721525853865,833,73,Wallet,Married
prod_user_0205,Wendy Mason,26,freelancer,72853,Varanasi,high,0.29270157681591447,765,93,NetBanking,Single
prod_user_0206,Noah Mohanty,29,freelancer,73825,Ahmedabad,high,0.25085913593481246,664,72,Card,Married
prod_user_0207,Glen Woodward-Williams,33,family_oriented,134583,Patna,low,0.20380692470256195,782,114,UPI,Married
prod_user_0208,Melissa Bender,45,family_oriented,121945,Raipur,low,0.28750670843457715,807,17,Card,Divorced
prod_user_0209,Louis Williams,59,retiree,47439,Bangalore,low,0.3527590012340167,794,111,UPI,Single
prod_user_0210,Alexandra Hunter,32,young_professional,131059,Coimbatore,high,0.29533899324568,846,59,UPI,Married
prod_user_0211,Laura Green-Hunt,22,student,29798,Vadodara,high,0.08673168659734146,703,64,UPI,Divorced
prod_user_0212,Mark Watkins,24,young_professional,87619,Ludhiana,high,0.2452753390322078,702,83,Card,Married
prod_user_0213,Dr Gerard Thomas,34,freelancer,130536,Jodhpur,high,0.13922984546571596,744,77,UPI,Married
prod_user_0214,Zilmil Sathe,42,family_oriented,82118,Pune,medium,0.23487880359869948,686,12,NetBanking,Married
prod_user_0215,Kevin Walters,37,freelancer,105082,Ghaziabad,medium,0.34404335393183494,797,30,Card,Married
prod_user_0216,Julie Ortiz,69,retiree,90373,Meerut,low,0.24921108191425273,673,70,Wallet,Single
prod_user_0217,Shannon Rivera,39,family_oriented,62755,Guwahati,low,0.18440690151205852,802,92,Wallet,Married
prod_user_0218,Gareth Adams,55,retiree,39089,Nashik,low,0.1401804831976944,717,103,Wallet,Married
prod_user_0219,Krista Gibson,28,young_professional,36705,Chennai,medium,0.2087571327832854,723,55,Wallet,Divorced
prod_user_0220,Brian Barton,54,senior_professional,456724,Meerut,low,0.13859901720676457,674,53,NetBanking,Divorced
prod_user_0221,Mr Hugh Taylor,39,senior_professional,204363,Bangalore,medium,0.2500233710711932,661,23,NetBanking,Married
prod_user_0222,Cody Cox,69,retiree,44521,Ghaziabad,low,0.1983897542909579,806,26,Wallet,Divorced
prod_user_0223,Olivia Harris,22,student,48910,Raipur,high,0.1260972479301945,730,68,NetBanking,Married
prod_user_0224,Dawn Williams,24,freelancer,136562,Jabalpur,high,0.302141917741905,756,45,UPI,Divorced
prod_user_0225,Benjamin Day,33,entrepreneur,762436,Srinagar,medium,0.31642003368889204,799,27,Wallet,Single
prod_user_0226,Trevor Ellis,31,freelancer,48276,Ghaziabad,medium,0.1572352983480782,762,59,Card,Married
prod_user_0227,Kristen Davis,21,student,36894,Jaipur,high,0.18092265633684806,615,72,Card,Single
prod_user_0228,Jacob Dube,65,retiree,87701,Varanasi,low,0.19412577962134514,694,74,NetBanking,Divorced
prod_user_0229,Dorothy Thornton,55,senior_professional,463495,Bhopal,medium,0.28302297402362553,699,41,NetBanking,Single
prod_user_0230,Veronica Sanchez,44,senior_professional,469571,Ghaziabad,low,0.3070719734690821,775,67,NetBanking,Divorced
prod_user_0231,Lorraine Bates,32,freelancer,115442,Faridabad,medium,0.27204304116209355,789,120,Wallet,Married
prod_user_0232,Joseph Taylor,28,freelancer,116140,Kolkata,medium,0.186289102484242,832,50,Wallet,Divorced
prod_user_0233,Sarah Morgan,50,senior_professional,212190,Allahabad,low,0.34838551105241017,719,95,NetBanking,Single
prod_user_0234,Susan Bird-Burns,31,young_professional,127110,Amritsar,medium,0.17273741152308605,821,34,Card,Single
prod_user_0235,Hugh Jones,28,young_professional,73292,Jaipur,high,0.1301634714332044,847,6,Card,Married
prod_user_0236,Veda Pai,25,student,41290,Ghaziabad,medium,0.16338665891131093,673,42,UPI,Single
prod_user_0237,Kimberly Gibson,21,student,45071,Rajkot,medium,0.18698445885047787,644,118,Card,Single
prod_user_0238,Veronica Allen,28,young_professional,133279,Patna,high,0.15589348957674667,841,118,UPI,Single
prod_user_0239,Reginald Williams,53,senior_professional,416031,Patna,low,0.37853645380510514,735,64,Wallet,Single
prod_user_0240,Jay Johnston,40,freelancer,162688,Ludhiana,high,0.15784341948214295,678,26,Wallet,Divorced
prod_user_0241,Matthew Hoover,40,senior_professional,107384,Nagpur,medium,0.33723029932757675,795,28,Wallet,Married
prod_user_0242,Balhaar Date,65,retiree,36368,Jaipur,low,0.30077675602298626,697,67,NetBanking,Single
prod_user_0243,Roger Taylor,26,young_professional,80275,Ludhiana,medium,0.23402065654193607,718,44,UPI,Married
prod_user_0244,Thomas Smith,23,student,25486,Vadodara,medium,0.15016791721980072,719,26,Wallet,Divorced
